mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbpererr1,mpl_orbpererr2,mpl_orbperlim,mpl_orbsmax,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_orbsmaxlim,mpl_orbeccen,mpl_orbeccenerr1,mpl_orbeccenerr2,mpl_orbeccenlim,mpl_orbincl,mpl_orbinclerr1,mpl_orbinclerr2,mpl_orbincllim,mpl_bmassj,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_bmassprov,mpl_radj,mpl_radjerr1,mpl_radjerr2,mpl_radjlim,mpl_dens,mpl_denserr1,mpl_denserr2,mpl_denslim,ra,raerr,dec,decerr,mst_teff,mst_tefferr1,mst_tefferr2,mst_tefflim,mst_teffblend,mst_mass,mst_masserr1,mst_masserr2,mst_masslim,mst_massblend,mst_rad,mst_raderr1,mst_raderr2,mst_radlim,mst_radblend,rowupdate
Kepler-231,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.196,0.03,-0.03,0,,,,,293.973353,0.000019,50.531914,0.000017,4078,58,-58,0,0,0.65,0.07,-0.07,0,0,0.61,0.04,-0.04,0,0,2/11/16
Kepler-235,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,4,,,,,,,,,,,,,,,,,,,,,,0.207,0.018,-0.018,0,,,,,286.079103,0.000017,39.278313,0.000017,4000,58,-58,0,0,0.631,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-235,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,4,,,,,,,,,,,,,,,,,,,,,,0.2,0.018,-0.018,0,,,,,286.079103,0.000017,39.278313,0.000017,4000,58,-58,0,0,0.631,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-235,e,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,4,,,,,,,,,,,,,,,,,,,,,,0.191,0.018,-0.018,0,,,,,286.079103,0.000017,39.278313,0.000017,4000,58,-58,0,0,0.631,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-235,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,4,,,,,,,,,,,,,,,,,,,,,,0.122,0.018,-0.018,0,,,,,286.079103,0.000017,39.278313,0.000017,4000,58,-58,0,0,0.631,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-236,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.177,0.023,-0.023,0,,,,,283.866378,0.000017,39.898092,0.000017,3866,58,-58,0,0,0.591,0.065,-0.065,0,0,0.55,0.03,-0.03,0,0,2/11/16
Kepler-236,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.156,0.026,-0.026,0,,,,,283.866378,0.000017,39.898092,0.000017,3866,58,-58,0,0,0.591,0.065,-0.065,0,0,0.55,0.03,-0.03,0,0,2/11/16
Kepler-81,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.249,0.008,-0.008,0,,,,,293.63695,0.000017,42.82497,0.000017,4263,58,-58,0,0,0.682,0.068,-0.068,0,0,0.65,0.04,-0.04,0,0,2/11/16
Kepler-81,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.241,0.007,-0.007,0,,,,,293.63695,0.000017,42.82497,0.000017,4263,58,-58,0,0,0.682,0.068,-0.068,0,0,0.65,0.04,-0.04,0,0,2/11/16
Kepler-81,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.137,0.009,-0.009,0,,,,,293.63695,0.000017,42.82497,0.000017,4263,58,-58,0,0,0.682,0.068,-0.068,0,0,0.65,0.04,-0.04,0,0,2/11/16
Kepler-54,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.195,0.007,-0.007,0,,,,,294.773939,0.000017,43.056295,0.000017,3797,58,-58,0,0,0.565,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-54,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.118,0.007,-0.007,0,,,,,294.773939,0.000017,43.056295,0.000017,3797,58,-58,0,0,0.565,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-54,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.164,0.014,-0.014,0,,,,,294.773939,0.000017,43.056295,0.000017,3797,58,-58,0,0,0.565,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-83,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.242,0.014,-0.014,0,,,,,282.232525,0.000017,43.665627,0.000017,4003,58,-58,0,0,0.632,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-83,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.19,0.013,-0.013,0,,,,,282.232525,0.000017,43.665627,0.000017,4003,58,-58,0,0,0.632,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-83,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.208,0.013,-0.013,0,,,,,282.232525,0.000017,43.665627,0.000017,4003,58,-58,0,0,0.632,0.069,-0.069,0,0,0.59,0.03,-0.03,0,0,2/11/16
Kepler-249,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.124,0.014,-0.014,0,,,,,296.985068,0.000017,43.658524,0.000017,3630,58,-58,0,0,0.481,0.058,-0.058,0,0,0.46,0.04,-0.04,0,0,2/11/16
Kepler-249,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.093,0.014,-0.014,0,,,,,296.985068,0.000017,43.658524,0.000017,3630,58,-58,0,0,0.481,0.058,-0.058,0,0,0.46,0.04,-0.04,0,0,2/11/16
Kepler-167,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,4.3931632,0.0000046,-0.0000045,0,0.0483,0.0017,-0.0025,0,0,,,0,89.33,0.47,-0.8,0,,,,,,0.144,0.004,-0.004,0,,,,,292.658441,0.000017,38.345413,0.000017,4890,50,-50,0,0,0.77,0.024,-0.028,0,0,0.73,0.02,-0.01,0,0,3/10/16
Kepler-167,c,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,7.406114,0.000012,-0.000011,0,0.0684,0.024,-0.0035,0,0,,,0,89.3,0.36,-0.43,0,,,,,,0.138,0.004,-0.004,0,,,,,292.658441,0.000017,38.345413,0.000017,4890,50,-50,0,0,0.77,0.024,-0.028,0,0,0.73,0.02,-0.01,0,0,3/10/16
Kepler-167,d,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,21.803855,0.000078,-0.000119,0,0.1405,0.005,-0.0071,0,0.12,,,1,89.352,0.09,-0.14,0,,,,,,0.107,0.004,-0.004,0,,,,,292.658441,0.000017,38.345413,0.000017,4890,50,-50,0,0,0.77,0.024,-0.028,0,0,0.73,0.02,-0.01,0,0,3/10/16
Kepler-167,e,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,1071.23228,0.00056,-0.00056,0,1.89,0.058,-0.067,0,0.062,0.104,-0.043,0,89.976,0.007,-0.005,0,,,,,,0.906,0.021,-0.021,0,,,,,292.658441,0.000017,38.345413,0.000017,4890,50,-50,0,0,0.77,0.024,-0.028,0,0,0.73,0.02,-0.01,0,0,3/10/16
HD 219134,h,0,<a href=http://adsabs.harvard.edu/abs/2016arXiv160205200J target=ref>Johnson et al. 2016</a>,Radial Velocity,6,2146,64,-64,0,3.015,0.06,-0.06,0,0.06,,,0,,,,,0.24,0.034,-0.034,0,Msin(i),,,,,,,,,348.32074,0.000002,57.168354,0.000001,,,,,0,0.794,,,0,0,,,,,0,3/10/16
HD 7449,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...818..106R target=ref>Rodigas et al. 2016</a>,Radial Velocity,1,1270.5,5.92,-12.1,0,2.33,0.01,-0.02,0,0.8,0.08,-0.06,0,,,,,1.09,0.52,-0.19,0,Msin(i),,,,,,,,,18.622173,0.000002,-5.047387,0.000001,,,,,,,,,,,,,,,,3/10/16
HD 99492,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300487K target=ref>Kane et al. 2016</a>,Radial Velocity,1,17.054,0.003,-0.003,0,0.123,0.001,-0.001,0,0.07,0.06,-0.06,0,,,,,0.079,0.006,-0.006,0,Msin(i),,,,,,,,,171.692825,0.000003,3.006328,0.000003,4929,44,-44,0,0,0.85,0.02,-0.02,0,0,0.78,0.02,-0.02,0,0,3/10/16
Kepler-513,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,28.86235584,0.00006735,-0.00006735,0,,,,,,,,,,,,,,,,,,0.196,0.028,-0.018,0,,,,,285.041686,0.000017,50.075375,0.000017,5849,61.71,-55.43,0,0,1.02,0.038,-0.043,0,0,1.06,0.15,-0.1,0,0,5/10/16
Kepler-514,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.65179605,0.00001087,-0.00001087,0,,,,,,,,,,,,,,,,,,0.153,0.025,-0.017,0,,,,,286.247188,0.000017,50.242409,0.000017,6106,72.75,-68.2,0,0,1.28,0.071,-0.05,0,0,1.44,0.23,-0.16,0,0,5/10/16
Kepler-515,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,19.96371318,0.00005659,-0.00005659,0,,,,,,,,,,,,,,,,,,0.13,0.005,-0.004,0,,,,,290.493913,0.000022,52.055611,0.000017,5293,49.66,-61.29,0,0,0.9,0.031,-0.033,0,0,0.83,0.03,-0.03,0,0,5/10/16
Kepler-516,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,24.85462415,0.00002819,-0.00002819,0,,,,,,,,,,,,,,,,,,0.512,0.128,-0.103,0,,,,,295.608779,0.000017,38.735736,0.000017,7099,172.5,-234.72,0,0,1.62,0.176,-0.172,0,0,2.02,0.5,-0.41,0,0,5/10/16
Kepler-517,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,60.92832271,0.00007053,-0.00007053,0,,,,,,,,,,,,,,,,,,0.238,0.029,-0.02,0,,,,,293.675335,0.000017,41.295348,0.000017,5690,85.16,-68.99,0,0,0.95,0.043,-0.043,0,0,0.98,0.12,-0.08,0,0,5/10/16
Kepler-518,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.51203588,0.0000045,-0.0000045,0,,,,,,,,,,,,,,,,,,0.188,0.004,-0.004,0,,,,,287.089972,0.000019,41.373873,0.000017,5842,57.63,-51.77,0,0,0.96,0.019,-0.024,0,0,0.88,0.02,-0.02,0,0,5/10/16
Kepler-519,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,24.3078946,0.00002446,-0.00002446,0,,,,,,,,,,,,,,,,,,0.187,0.005,-0.004,0,,,,,299.319538,0.000017,41.384647,0.000017,5260,74.38,-70.24,0,0,0.89,0.02,-0.028,0,0,0.8,0.01,-0.01,0,0,5/10/16
Kepler-520,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,19.67416124,0.00005245,-0.00005245,0,,,,,,,,,,,,,,,,,,0.148,0.025,-0.009,0,,,,,293.180322,0.000017,41.617763,0.000017,6112,68.96,-60.87,0,0,1.1,0.036,-0.043,0,0,1.09,0.05,-0.05,0,0,5/10/16
Kepler-625,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,4.1653651,0.00001304,-0.00001304,0,,,,,,,,,,,,,,,,,,0.094,0.004,-0.003,0,,,,,292.150459,0.000017,39.637581,0.000017,5789,46.81,-43.94,0,0,1.04,0.024,-0.02,0,0,0.96,0.03,-0.02,0,0,5/10/16
Kepler-626,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,14.48585199,0.00002363,-0.00002363,0,,,,,,,,,,,,,,,,,,0.204,0.025,-0.018,0,,,,,288.698651,0.000017,39.708288,0.000017,5813,93.83,-94.62,0,0,1.01,0.046,-0.044,0,0,1.05,0.12,-0.09,0,0,5/10/16
Kepler-627,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,40.6994443,0.0001783,-0.0001783,0,,,,,,,,,,,,,,,,,,0.333,0.143,-0.073,0,,,,,292.104279,0.000017,39.767914,0.000017,6424,160.13,-213.39,0,0,1.3,0.21,-0.137,0,0,1.49,0.64,-0.27,0,0,5/10/16
Kepler-628,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.4580567,0.00000295,-0.00000295,0,,,,,,,,,,,,,,,,,,0.749,0.145,-0.126,0,,,,,290.449257,0.000019,39.854802,0.000017,5721,47.04,-51.36,0,0,1,0.052,-0.041,0,0,1.28,0.25,-0.21,0,0,5/10/16
Kepler-629,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.2385854,0.0000118,-0.0000118,0,,,,,,,,,,,,,,,,,,0.123,0.005,-0.004,0,,,,,289.417832,0.000019,39.945013,0.000017,5444,71.98,-60.2,0,0,0.93,0.027,-0.028,0,0,0.84,0.02,-0.02,0,0,5/10/16
Kepler-630,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,161.4743937,0.0009011,-0.0009011,0,,,,,,,,,,,,,,,,,,0.284,0.03,-0.03,0,,,,,293.427043,0.000017,39.942437,0.000017,5829,97.42,-98.87,0,0,1.02,0.043,-0.045,0,0,1.04,0.11,-0.08,0,0,5/10/16
Kepler-631,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,17.97979059,0.0000377,-0.0000377,0,,,,,,,,,,,,,,,,,,0.259,0.029,-0.021,0,,,,,296.885757,0.000017,40.228233,0.000017,6185,85.62,-75.47,0,0,1.24,0.053,-0.05,0,0,1.33,0.14,-0.1,0,0,5/10/16
Kepler-632,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,30.99660733,0.00004756,-0.00004756,0,,,,,,,,,,,,,,,,,,0.197,0.029,-0.007,0,,,,,297.252613,0.000017,40.288605,0.000017,5322,89.61,-82.67,0,0,0.91,0.032,-0.03,0,0,0.84,0.02,-0.02,0,0,5/10/16
Kepler-249,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.124,0.013,-0.013,0,,,,,296.985068,0.000017,43.658524,0.000017,3630,58,-58,0,0,0.481,0.058,-0.058,0,0,0.46,0.04,-0.04,0,0,2/11/16
Kepler-32,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.201,0.01,-0.01,0,,,,,297.842398,0.000017,46.574281,0.000017,3801,58,-58,0,0,0.566,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-32,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.18,0.01,-0.01,0,,,,,297.842398,0.000017,46.574281,0.000017,3801,58,-58,0,0,0.566,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-32,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.242,0.009,-0.009,0,,,,,297.842398,0.000017,46.574281,0.000017,3801,58,-58,0,0,0.566,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-32,e,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.134,0.009,-0.009,0,,,,,297.842398,0.000017,46.574281,0.000017,3801,58,-58,0,0,0.566,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-32,f,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.077,0.01,-0.01,0,,,,,297.842398,0.000017,46.574281,0.000017,3801,58,-58,0,0,0.566,0.063,-0.063,0,0,0.53,0.04,-0.04,0,0,2/11/16
Kepler-42,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.086,0.027,-0.027,0,,,,,292.219033,0.000019,44.61916,0.000017,3241,58,-58,0,0,0.143,0.073,-0.073,0,0,0.19,0.06,-0.06,0,0,2/11/16
Kepler-42,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.079,0.027,-0.027,0,,,,,292.219033,0.000019,44.61916,0.000017,3241,58,-58,0,0,0.143,0.073,-0.073,0,0,0.19,0.06,-0.06,0,0,2/11/16
Kepler-42,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.076,0.027,-0.027,0,,,,,292.219033,0.000019,44.61916,0.000017,3241,58,-58,0,0,0.143,0.073,-0.073,0,0,0.19,0.06,-0.06,0,0,2/11/16
Kepler-267,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.188,0.025,-0.025,0,,,,,299.830387,0.000017,47.157461,0.000017,3868,58,-58,0,0,0.592,0.065,-0.065,0,0,0.55,0.03,-0.03,0,0,2/11/16
Kepler-267,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.237,0.023,-0.023,0,,,,,299.830387,0.000017,47.157461,0.000017,3868,58,-58,0,0,0.592,0.065,-0.065,0,0,0.55,0.03,-0.03,0,0,2/11/16
Kepler-267,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.21,0.026,-0.026,0,,,,,299.830387,0.000017,47.157461,0.000017,3868,58,-58,0,0,0.592,0.065,-0.065,0,0,0.55,0.03,-0.03,0,0,2/11/16
Kepler-283,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.273,0.007,-0.007,0,,,,,293.613726,0.000025,47.838998,0.000019,4141,58,-58,0,0,0.662,0.07,-0.07,0,0,0.63,0.04,-0.04,0,0,2/11/16
Kepler-283,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.206,0.007,-0.007,0,,,,,293.613726,0.000025,47.838998,0.000019,4141,58,-58,0,0,0.662,0.07,-0.07,0,0,0.63,0.04,-0.04,0,0,2/11/16
Kepler-61,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,1,,,,,,,,,,,,,,,,,,,,,,0.241,0.007,-0.007,0,,,,,295.304508,0.000017,42.47529,0.000017,4158,58,-58,0,0,0.665,0.07,-0.07,0,0,0.63,0.04,-0.04,0,0,2/11/16
Kepler-296,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.154,0.025,-0.025,0,,,,,286.540008,0.000017,49.437326,0.000017,3622,58,-58,0,0,0.476,0.058,-0.058,0,0,0.45,0.04,-0.04,0,0,2/11/16
Kepler-296,d,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.167,0.025,-0.025,0,,,,,286.540008,0.000017,49.437326,0.000017,3622,58,-58,0,0,0.476,0.058,-0.058,0,0,0.45,0.04,-0.04,0,0,2/11/16
Kepler-296,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,5,,,,,,,,,,,,,,,,,,,,,,0.088,0.021,-0.021,0,,,,,286.540008,0.000017,49.437326,0.000017,3622,58,-58,0,0,0.476,0.058,-0.058,0,0,0.45,0.04,-0.04,0,0,2/11/16
Kepler-303,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.098,0.014,-0.014,0,,,,,283.135465,0.000019,43.657055,0.000017,4045,58,-58,0,0,0.642,0.07,-0.07,0,0,0.6,0.03,-0.03,0,0,2/11/16
Kepler-303,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.147,0.013,-0.013,0,,,,,283.135465,0.000019,43.657055,0.000017,4045,58,-58,0,0,0.642,0.07,-0.07,0,0,0.6,0.03,-0.03,0,0,2/11/16
Kepler-316,c,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.144,0.015,-0.015,0,,,,,290.826023,0.000017,44.184109,0.000017,4200,58,-58,0,0,0.672,0.069,-0.069,0,0,0.64,0.04,-0.04,0,0,2/11/16
Kepler-316,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,2,,,,,,,,,,,,,,,,,,,,,,0.135,0.015,-0.015,0,,,,,290.826023,0.000017,44.184109,0.000017,4200,58,-58,0,0,0.672,0.069,-0.069,0,0,0.64,0.04,-0.04,0,0,2/11/16
Kepler-327,b,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...779..188M target=ref>Mann et al. 2013</a>,Transit,3,,,,,,,,,,,,,,,,,,,,,,0.116,0.01,-0.01,0,,,,,292.642372,0.000019,44.087673,0.000017,3837,58,-58,0,0,0.58,0.064,-0.064,0,0,0.54,0.03,-0.03,0,0,2/11/16
Oph 11,b,1,<a href=http://adsabs.harvard.edu/abs/2007ApJ...660.1492C target=ref> Close et al. 2007 </a>,Imaging,1,7300000,3650000,-3650000,0,243,55,-55,0,,,,,,,,,14,6,-5,0,Mass,,,,,,,,,245.605058,0.000061,-24.087208,0.000047,2375,175,-175,0,0,0.016,0.004,-0.005,0,0,,,,,0,3/10/16
WASP-1,b,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007MNRAS.375..951C target=ref> Collier Cameron et al. 2007 </a>,Transit,1,2.51995,0.00001,-0.00001,0,0.0382,0.0013,-0.0013,0,0,,,0,,,,,0.89,0.14,-0.14,0,Mass,1.93,0.6,-0.6,0,,,,,5.166978,0.000017,31.98999,0.000017,6200,200,-200,0,0,1.15,0.24,-0.09,0,0,1.24,0.68,-0.2,0,0,3/10/16
HD 72659,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...527A..63M target=ref> Moutou et al. 2011 </a>,Radial Velocity,1,3658,32,-32,0,4.74,0.08,-0.08,0,0.22,0.03,-0.03,0,,,,,3.15,0.14,-0.14,0,Msin(i),,,,,,,,,128.51329,0.000002,-1.568217,0.000002,5926,62,-62,0,0,1.06,0.04,-0.04,0,0,1.36,0.06,-0.06,0,0,3/10/16
HIP 8541,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160303738J target=ref>Jones et al. 2016</a>,Radial Velocity,1,1560.2,53.9,-53.9,0,2.8,0.25,-0.25,0,0.16,0.06,-0.06,0,,,,,5.5,1,-1,0,Msin(i),,,,,,,,,27.526375,0.000002,-54.464962,0.000002,4670,100,-100,0,0,1.17,0.28,-0.28,0,0,7.83,1.02,-1.02,0,0,3/17/16
HIP 74890,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160303738J target=ref>Jones et al. 2016</a>,Radial Velocity,1,822.3,16.8,-16.8,0,2.1,0.09,-0.09,0,0.07,0.07,-0.07,0,,,,,2.4,0.3,-0.3,0,Msin(i),,,,,,,,,229.572205,0.000002,-41.42057,0.000002,4850,100,-100,0,0,1.74,0.21,-0.21,0,0,5.77,0.53,-0.53,0,0,3/17/16
HD 155233,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160303738J target=ref>Jones et al. 2016</a>,Radial Velocity,1,818.8,12.1,-12.1,0,2,0.06,-0.06,0,0.04,0.04,-0.04,0,,,,,2.6,0.3,-0.3,0,Msin(i),,,,,,,,,257.768188,0.000002,-20.65457,0.000001,4960,100,-100,0,0,1.69,0.14,-0.14,0,0,5.03,0.39,-0.39,0,0,3/17/16
