mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbpererr1,mpl_orbpererr2,mpl_orbperlim,mpl_orbsmax,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_orbsmaxlim,mpl_orbeccen,mpl_orbeccenerr1,mpl_orbeccenerr2,mpl_orbeccenlim,mpl_orbincl,mpl_orbinclerr1,mpl_orbinclerr2,mpl_orbincllim,mpl_bmassj,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_bmassprov,mpl_radj,mpl_radjerr1,mpl_radjerr2,mpl_radjlim,mpl_dens,mpl_denserr1,mpl_denserr2,mpl_denslim,ra,raerr,dec,decerr,mst_teff,mst_tefferr1,mst_tefferr2,mst_tefflim,mst_teffblend,mst_mass,mst_masserr1,mst_masserr2,mst_masslim,mst_massblend,mst_rad,mst_raderr1,mst_raderr2,mst_radlim,mst_radblend,rowupdate
CoRoT-17,b,1,<a href=http://adsabs.harvard.edu/abs/2011A%26A...531A..41C target=ref> Csizmadia et al. 2011 </a>,Transit,1,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,88.34,1.54,-1.54,0,2.43,0.3,-0.3,0,Mass,1.02,0.07,-0.07,0,2.82,0.38,-0.38,0,278.699254,0.000017,-6.612234,0.000017,5740,80,-80,0,0,1.04,0.1,-0.1,0,0,1.59,0.07,-0.07,0,0,5/14/14
CoRoT-18,b,1,<a href=http://adsabs.harvard.edu/abs/2011A%26A...533A.130H target=ref> Hebrard et al. 2011 </a>,Transit,1,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,86.5,1.4,-0.9,0,3.47,0.38,-0.38,0,Mass,1.31,0.18,-0.18,0,2.2,0.8,-0.8,0,98.17241,0.000022,-0.031586,0.000017,5440,100,-100,0,0,0.95,0.15,-0.15,0,0,1,0.13,-0.13,0,0,5/14/14
CoRoT-19,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...537A.136G target=ref> Guenther et al. 2012 </a>,Transit,1,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,88,0.7,-0.7,0,1.11,0.06,-0.06,0,Mass,1.29,0.03,-0.03,0,0.71,0.06,-0.06,0,97.033582,0.000017,-0.170681,0.000017,6090,70,-70,0,0,1.21,0.05,-0.05,0,0,1.65,0.04,-0.04,0,0,5/14/14
CoRoT-2,b,1,<a href=http://adsabs.harvard.edu/abs/2010A&A...511A...3G target=ref> Gillon et al. 2010 </a>,Transit,1,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,88.08,0.18,-0.16,0,3.47,0.22,-0.22,0,Mass,1.466,0.042,-0.044,0,1.47,0.08,-0.074,0,291.777056,0.000017,1.383714,0.000017,5625,120,-120,0,0,0.96,0.08,-0.08,0,0,0.91,0.03,-0.03,0,0,5/14/14
CoRoT-20,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...538A.145D target=ref> Deleuil et al. 2012 </a>,Transit,1,9.24285,0.0003,-0.0003,0,0.0902,0.0021,-0.0021,0,0.562,0.013,-0.013,0,88.21,0.53,-0.53,0,4.24,0.23,-0.23,0,Mass,0.84,0.04,-0.04,0,8.87,1.1,-1.1,0,97.720408,0.000017,0.226919,0.000017,5880,90,-90,0,0,1.14,0.08,-0.08,0,0,1.02,0.05,-0.05,0,0,5/14/14
CoRoT-23,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...537A..54R target=ref> Rouan et al. 2012 </a>,Transit,1,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,85.7,2.6,-1.5,0,2.8,0.3,-0.3,0,Mass,1.05,0.13,-0.13,0,3,1.1,-1.1,0,279.782615,0.000019,4.357806,0.000017,5900,100,-100,0,0,1.14,0.08,-0.08,0,0,1.61,0.18,-0.18,0,0,5/14/14
CoRoT-9,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010Natur.464..384D target=ref> Deeg et al. 2010 </a>,Transit,1,95.2738,0.0014,-0.0014,0,0.407,0.005,-0.005,0,0.11,0.04,-0.04,0,89.99,0.01,-0.04,0,0.84,0.07,-0.07,0,Mass,1.05,0.04,-0.04,0,0.9,0.13,-0.13,0,280.786712,0.000017,6.204172,0.000017,5625,80,-80,0,0,0.99,0.04,-0.04,0,0,0.94,0.04,-0.04,0,0,5/14/14
DENIS-P J082303.1-491201,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.133S target=ref> Sahlmann et al. 2013 </a>,Astrometry,1,246.36,1.38,-1.35,0,0.36,0.01,-0.01,0,0.345,0.068,-0.064,0,56.6,1.9,-2.1,0,28.5,1.9,-1.9,0,Mass,,,,,,,,,125.76305,0.000017,-49.200359,0.000017,,,,,0,0.075,0.007,-0.007,0,0,,,,,0,5/14/14
DH Tau,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...540A..85P target=ref> Patience et al. 2012 </a>,Imaging,1,,,,,330,,,0,,,,,,,,,11,10,-3,0,Mass,,,,,,,,,67.423158,0.000022,26.54952,0.000019,,,,,0,0.33,,,0,0,0.27,0.07,-0.07,0,0,5/14/14
DP Leo,b,1,<a href=http://adsabs.harvard.edu/abs/2011A&A...526A..53B target=ref> Beuermann et al. 2011 </a>,Eclipse Timing Variations,1,10220,730,-730,0,8.19,0.39,-0.39,0,0.39,0.13,-0.13,0,,,,,6.05,0.47,-0.58,0,Msin(i),,,,,,,,,169.316667,,17.961417,,,,,,0,0.69,,,0,0,,,,,0,5/14/14
FU Tau,b,1,<a href=http://adsabs.harvard.edu/abs/2009ApJ...691.1265L target=ref> Luhman et al. 2009 </a>,Imaging,1,,,,,800,,,0,,,,,,,,,16,,,0,Mass,,,,,,,,,65.898908,0.000019,25.049898,0.000019,2838,,,0,0,0.05,,,0,0,,,,,0,3/10/16
Fomalhaut,b,0,<a href=http://adsabs.harvard.edu/abs/2008Sci...322.1345K target=ref> Kalas et al. 2008 </a>,Imaging,1,318280,,,0,115,,,0,0.13,,,-1,,,,,2.6,0.9,-0.9,0,Mass,1.2,,,0,,,,,344.412689,0.000003,-29.622236,0.000002,,,,,0,2,,,0,0,,,,,0,5/14/14
GJ 163,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.110B target=ref> Bonfils et al. 2013 </a>,Radial Velocity,3,8.631,0.001,-0.001,0,0.061,,,0,0.11,0.04,-0.04,0,,,,,0.035,,,0,Msin(i),,,,,,,,,62.315273,0.000006,-53.373699,0.000005,,,,,,,,,,,,,,,,5/14/14
GJ 163,c,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.110B target=ref> Bonfils et al. 2013 </a>,Radial Velocity,3,25.6,0.02,-0.02,0,0.13,,,0,0.08,0.08,-0.08,0,,,,,0.024,,,0,Msin(i),,,,,,,,,62.315273,0.000006,-53.373699,0.000005,,,,,,,,,,,,,,,,5/14/14
GJ 163,d,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.110B target=ref> Bonfils et al. 2013 </a>,Radial Velocity,3,603,12,-12,0,1,,,0,0.41,0.07,-0.07,0,,,,,0.079,,,0,Msin(i),,,,,,,,,62.315273,0.000006,-53.373699,0.000005,,,,,,,,,,,,,,,,5/14/14
GJ 3021,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001A&A...375..205N target=ref> Naef et al. 2001 </a>,Radial Velocity,1,133.71,0.2,-0.2,0,0.49,,,0,0.511,0.017,-0.017,0,,,,,3.37,0.09,-0.09,0,Msin(i),,,,,,,,,4.052823,0.000001,-79.851181,0.000001,5540,75,-75,0,0,0.9,,,0,0,0.9,,,0,0,5/14/14
GJ 328,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...774..147R target=ref> Robertson et al. 2013 </a>,Radial Velocity,1,4100,300,-300,0,4.5,0.2,-0.2,0,0.37,0.05,-0.05,0,,,,,2.3,0.13,-0.13,0,Msin(i),,,,,,,,,133.781754,0.000005,1.546508,0.000003,3900,100,-100,0,0,0.69,0.05,-0.05,0,0,,,,,0,5/14/14
GJ 3470,b,0,<a href=http://adsabs.harvard.edu/abs/2012A%26A...546A..27B target=ref> Bonfils et al. 2012 </a>,Radial Velocity,1,3.33714,0.00017,-0.00017,0,0.0348,0.0014,-0.0014,0,0.051,,,1,88.8,,,-1,0.044,0.005,-0.005,0,Mass,0.37,0.05,-0.05,0,1.07,0.43,-0.43,0,119.774349,0.000017,15.391492,0.000017,3600,200,-200,0,0,0.541,0.067,-0.067,0,0,0.5,0.06,-0.06,0,0,5/14/14
GJ 433,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...553A...8D target=ref> Delfosse et al. 2013 </a>,Radial Velocity,1,7.3709,0.0008,-0.0008,0,0.058,,,0,0.08,0.08,-0.08,0,,,,,0.018,,,0,Msin(i),,,,,,,,,173.862289,0.000004,-32.53997,0.000003,3600,,,0,0,0.48,,,0,0,,,,,0,5/14/14
GJ 504,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...774...11K target=ref> Kuzuhara et al. 2013 </a>,Imaging,1,,,,,43.5,,,0,,,,,,,,,4,4.5,-1,0,Mass,,,,,,,,,199.193817,0.000002,9.424156,0.000001,6234,25,-25,0,0,1.22,0.08,-0.08,0,0,,,,,0,5/14/14
GJ 649,b,1,<a href=http://adsabs.harvard.edu/abs/2010PASP..122..149J target=ref> Johnson et al. 2010 </a>,Radial Velocity,1,598.3,4.2,-4.2,0,1.135,0.035,-0.035,0,0.3,0.08,-0.08,0,,,,,0.328,0.032,-0.032,0,Msin(i),,,,,,,,,254.53688,0.000002,25.74416,0.000003,3700,60,-60,0,0,0.54,0.05,-0.05,0,0,,,,,0,5/14/14
GJ 667 C,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,7.2004,0.0017,-0.0017,0,0.0505,0.0044,-0.0053,0,0.13,0.1,-0.11,0,,,,,0.018,0.004,-0.004,0,Msin(i),,,,,,,,,259.745085,0.000017,-34.996827,0.000017,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,5/14/14
GJ 667 C,c,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,0.02,0.15,-0.02,0,,,,,0.012,0.005,-0.004,0,Msin(i),,,,,,,,,259.745085,0.000017,-34.996827,0.000017,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,5/14/14
GJ 667 C,e,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,0.02,0.22,-0.02,0,,,,,0.008,0.005,-0.004,0,Msin(i),,,,,,,,,259.745085,0.000017,-34.996827,0.000017,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,5/14/14
GJ 667 C,f,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,0.03,0.16,-0.03,0,,,,,0.008,0.004,-0.004,0,Msin(i),,,,,,,,,259.745085,0.000017,-34.996827,0.000017,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,5/14/14
GJ 667 C,g,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,256.2,13.8,-7.9,0,0.549,0.052,-0.058,0,0.08,0.41,-0.08,0,,,,,0.014,0.008,-0.007,0,Msin(i),,,,,,,,,259.745085,0.000017,-34.996827,0.000017,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,5/14/14
GJ 674,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...474..293B target=ref> Bonfils et al. 2007 </a>,Radial Velocity,1,4.6938,0.007,-0.007,0,0.039,,,0,0.2,0.02,-0.02,0,,,,,0.035,,,0,Msin(i),,,,,,,,,262.166443,0.000005,-46.895191,0.000002,3600,100,-100,0,0,0.35,,,0,0,,,,,0,5/14/14
GJ 676 A,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...548A..58A target=ref> Anglada-Escude & Tuomi 2012 </a>,Radial Velocity,3,1050.3,1.2,-1.2,0,1.8,0.07,-0.07,0,0.328,0.004,-0.004,0,,,,,4.95,0.31,-0.31,0,Msin(i),,,,,,,,,262.546692,0.000004,-51.636978,0.000002,,,,,0,0.71,0.04,-0.04,0,0,,,,,0,5/14/14
GJ 676 A,d,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...548A..58A target=ref> Anglada-Escude & Tuomi 2012 </a>,Radial Velocity,3,3.6,0.0008,-0.0008,0,0.0413,0.0014,-0.0014,0,0.15,0.09,-0.09,0,,,,,0.014,0.002,-0.002,0,Msin(i),,,,,,,,,262.546692,0.000004,-51.636978,0.000002,,,,,0,0.71,0.04,-0.04,0,0,,,,,0,5/14/14
GJ 676 A,e,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...548A..58A target=ref> Anglada-Escude & Tuomi 2012 </a>,Radial Velocity,3,35.37,0.07,-0.07,0,0.187,0.007,-0.007,0,0.24,0.12,-0.12,0,,,,,0.036,0.005,-0.005,0,Msin(i),,,,,,,,,262.546692,0.000004,-51.636978,0.000002,,,,,0,0.71,0.04,-0.04,0,0,,,,,0,5/14/14
GJ 832,b,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...690..743B target=ref> Bailey et al. 2009 </a>,Radial Velocity,2,3416,131,-131,0,3.4,0.4,-0.4,0,0.12,0.11,-0.11,0,,,,,0.64,0.06,-0.06,0,Msin(i),,,,,,,,,323.391571,0.000003,-49.009006,0.000002,3657,,,0,0,0.45,0.05,-0.05,0,0,0.48,,,0,0,5/14/14
GQ Lup,b,1,<a href=http://adsabs.harvard.edu/abs/2008A%26A...484..281N target=ref> Neuh&auml;user et al. 2008 </a>,Imaging,1,,,,,100,,,0,,,,,,,,,20,,,0,Mass,3,0.5,-0.5,0,,,,,237.300427,0.000019,-35.651421,0.000017,,,,,,,,,,,,,,,,5/14/14
GSC 06214-00210,b,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726..113I target=ref> Ireland et al. 2011 </a>,Imaging,1,,,,,300,,,0,,,,,,,,,13.5,1.5,-1.5,0,Mass,,,,,,,,,245.47778,0.000028,-20.719202,0.000017,,,,,0,0.6,,,0,0,,,,,0,5/14/14
GU Psc,b,1,<a href=http://adsabs.harvard.edu/abs/2014ApJ...787....5N target=ref> Naud et al. 2014 </a>,Imaging,1,,,,,2000,200,-200,0,,,,,,,,,11.3,1.7,-1.7,0,Mass,1.265,0.115,-0.115,0,,,,,18.146006,0.000017,17.065475,0.000017,,,,,0,0.325,0.025,-0.025,0,0,,,,,0,5/14/14
GJ 179,b,1,<a href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>,Radial Velocity,1,2288,59,-59,0,2.41,0.04,-0.04,0,0.21,0.08,-0.08,0,,,,,0.82,0.07,-0.07,0,Msin(i),,,,,,,,,73.023865,0.00001,6.476539,0.000006,3370,100,-100,0,0,0.357,0.03,-0.03,0,0,0.38,0.02,-0.02,0,0,5/14/14
GJ 581,b,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...507..487M target=ref> Mayor et al. 2009 </a>,Radial Velocity,3,5.36874,0.00019,-0.00019,0,0.04,,,0,0,,,0,,,,,0.049,,,0,Msin(i),,,,,,,,,229.861771,0.000007,-7.72228,0.000004,,,,,,,,,,,,,,,,5/14/14
GJ 581,c,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...507..487M target=ref> Mayor et al. 2009 </a>,Radial Velocity,3,12.9292,0.0047,-0.0047,0,0.07,,,0,0.17,0.07,-0.07,0,,,,,0.017,,,0,Msin(i),,,,,,,,,229.861771,0.000007,-7.72228,0.000004,,,,,,,,,,,,,,,,5/14/14
GJ 581,e,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...507..487M target=ref> Mayor et al. 2009 </a>,Radial Velocity,3,3.14942,0.00045,-0.00045,0,0.03,,,0,0,,,0,,,,,0.006,,,0,Msin(i),,,,,,,,,229.861771,0.000007,-7.72228,0.000004,,,,,,,,,,,,,,,,5/14/14
GJ 86,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,15.76491,0.00039,-0.00039,0,0.113,0.0065,-0.0065,0,0.0416,0.0072,-0.0072,0,,,,,3.91,0.32,-0.32,0,Msin(i),,,,,,,,,32.608059,0.000001,-50.823723,0.000001,5151,,,0,0,0.77,,,0,0,,,,,0,5/14/14
HAT-P-1,b,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...686..649J target=ref> Johnson et al. 2008 </a>,Transit,1,4.4652934,0.0000093,-0.0000093,0,,,,,0,,,0,86.28,0.2,-0.2,0,0.524,0.031,-0.031,0,Mass,1.225,0.059,-0.059,0,0.345,0.053,-0.044,0,344.445104,,38.674953,,,,,,0,1.133,0.077,-0.077,0,0,1.11,0.05,-0.05,0,0,5/14/14
HAT-P-11,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...710.1724B target=ref> Bakos et al. 2010 </a>,Transit,1,4.8878162,0.0000071,-0.0000071,0,0.053,0.0002,-0.0008,0,0.198,0.046,-0.046,0,88.5,0.6,-0.6,0,0.081,0.009,-0.009,0,Mass,0.422,0.014,-0.014,0,1.33,0.2,-0.2,0,297.709351,0.000002,48.080856,0.000002,4780,50,-50,0,0,0.81,0.02,-0.03,0,0,0.75,0.02,-0.02,0,0,5/14/14
HAT-P-12,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...706..785H target=ref> Hartman et al. 2009 </a>,Transit,1,3.2130598,0.0000021,-0.0000021,0,0.0384,0.0003,-0.0003,0,0,,,0,89,0.4,-0.4,0,0.211,0.012,-0.012,0,Mass,0.959,0.029,-0.021,0,0.3192,0.016,-0.016,0,209.389489,0.00005,43.493534,0.000019,4650,60,-60,0,0,0.733,0.018,-0.018,0,0,0.7,0.02,-0.01,0,0,5/14/14
HAT-P-13,b,0,<a href=http://adsabs.harvard.edu/abs/2009ApJ...707..446B target=ref> Bakos et al. 2009 </a>,Transit,2,2.91626,0.00001,-0.00001,0,0.0427,0.0006,-0.0012,0,0.021,0.009,-0.009,0,83.4,0.6,-0.6,0,0.853,0.029,-0.046,0,Mass,1.271,0.079,-0.079,0,0.498,0.103,-0.069,0,129.882536,0.000028,47.352051,0.000028,5653,90,-90,0,0,1.22,0.05,-0.1,0,0,1.56,0.08,-0.08,0,0,5/14/14
HAT-P-13,c,0,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785..126K target=ref> Knutson et al. 2014 </a>,Radial Velocity,2,445.82,0.11,-0.11,0,1.258,0.02,-0.02,0,0.6551,0.0021,-0.0021,0,,,,,14.61,0.46,-0.48,0,Msin(i),,,,,,,,,129.882536,0.000028,47.352051,0.000028,,,,,0,1.32,0.062,-0.062,0,0,,,,,0,5/14/14
HAT-P-14,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..458T target=ref> Torres et al. 2010 </a>,Transit,1,4.627669,0.000005,-0.000005,0,0.0606,0.0007,-0.0007,0,0.107,0.013,-0.013,0,83.5,0.3,-0.3,0,2.232,0.059,-0.059,0,Mass,1.15,0.052,-0.052,0,1.82,0.24,-0.24,0,260.116169,0.000017,38.242165,0.000017,6600,90,-90,0,0,1.386,0.045,-0.045,0,0,1.47,0.05,-0.05,0,0,5/14/14
HAT-P-15,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...724..866K target=ref> Kovacs et al. 2010 </a>,Transit,1,10.863502,0.000027,-0.000027,0,0.0964,0.0014,-0.0014,0,0.19,0.019,-0.019,0,89.1,0.2,-0.2,0,1.946,0.066,-0.066,0,Mass,1.072,0.043,-0.043,0,1.96,0.22,-0.22,0,66.248026,0.000017,39.460636,0.000017,5568,90,-90,0,0,1.013,0.043,-0.043,0,0,1.08,0.04,-0.04,0,0,5/14/14
HAT-P-16,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...720.1118B target=ref> Buchhave et al. 2010 </a>,Transit,1,2.77596,0.000003,-0.000003,0,0.0413,0.0004,-0.0004,0,0.036,0.004,-0.004,0,86.6,0.7,-0.7,0,4.193,0.094,-0.094,0,Mass,1.289,0.066,-0.066,0,2.42,0.35,-0.35,0,9.573181,0.000019,42.463078,0.000017,6158,80,-80,0,0,1.218,0.039,-0.039,0,0,1.24,0.05,-0.05,0,0,5/14/14
HAT-P-17,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...749..134H target=ref> Howard et al. 2012 </a>,Transit,2,10.338523,0.000009,-0.000009,0,0.0882,0.0014,-0.0014,0,0.342,0.006,-0.006,0,89.2,0.2,-0.1,0,0.534,0.018,-0.018,0,Mass,1.01,0.029,-0.029,0,0.64,0.05,-0.05,0,324.536396,0.000019,30.488716,0.000017,5246,80,-80,0,0,0.857,0.039,-0.039,0,0,0.84,0.02,-0.02,0,0,5/14/14
HAT-P-17,c,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...772...80F target=ref> Fulton et al. 2013 </a>,Radial Velocity,2,5584,7700,-2100,0,5.6,3.5,-1.4,0,0.39,0.23,-0.17,0,,,,,3.4,1.1,-0.7,0,Msin(i),,,,,,,,,324.536396,0.000019,30.488716,0.000017,,,,,,,,,,,,,,,,5/14/14
HAT-P-18,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726...52H target=ref> Hartman et al. 2011 </a>,Transit,1,5.508023,0.000006,-0.000006,0,0.0559,0.0007,-0.0007,0,0.084,0.048,-0.048,0,88.8,0.3,-0.3,0,0.197,0.013,-0.013,0,Mass,0.995,0.052,-0.052,0,0.25,0.04,-0.04,0,256.346473,0.000017,33.012512,0.000017,4803,80,-80,0,0,0.77,0.031,-0.031,0,0,0.75,0.04,-0.04,0,0,5/14/14
HAT-P-19,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726...52H target=ref> Hartman et al. 2011 </a>,Transit,1,4.008778,0.000006,-0.000006,0,0.0466,0.0008,-0.0008,0,0.067,0.042,-0.042,0,88.2,0.4,-0.4,0,0.292,0.018,-0.018,0,Mass,1.132,0.072,-0.072,0,0.25,0.04,-0.04,0,9.516742,0.000017,34.711575,0.000017,4990,130,-130,0,0,0.842,0.042,-0.042,0,0,0.82,0.05,-0.05,0,0,5/14/14
HAT-P-2,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010MNRAS.401.2665P target=ref> Pal et al. 2010 </a>,Transit,1,5.6334729,0.0000061,-0.0000061,0,0.06878,0.00068,-0.00068,0,0.5171,0.0033,-0.0033,0,86.72,1.12,-0.87,0,9.09,0.24,-0.24,0,Mass,1.157,0.073,-0.062,0,7.29,1.12,-1.12,0,245.151489,0.000002,41.048084,0.000002,6290,60,-60,0,0,1.36,0.04,-0.04,0,0,1.64,0.09,-0.08,0,0,5/14/14
HAT-P-20,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,2.875317,0.000004,-0.000004,0,0.0361,0.0005,-0.0005,0,0.015,0.005,-0.005,0,86.8,0.2,-0.2,0,7.246,0.187,-0.187,0,Mass,0.867,0.033,-0.033,0,13.78,1.5,-1.5,0,111.916469,0.000017,24.33663,0.000017,4595,80,-80,0,0,0.756,0.028,-0.028,0,0,0.69,0.02,-0.02,0,0,5/14/14
HAT-P-21,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,4.124481,0.000007,-0.000007,0,0.0494,0.0007,-0.0007,0,0.228,0.016,-0.016,0,87.2,0.7,-0.7,0,4.063,0.161,-0.161,0,Mass,1.024,0.092,-0.092,0,4.68,1.59,-0.99,0,171.274955,0.000019,41.027954,0.000017,5588,80,-80,0,0,0.947,0.042,-0.042,0,0,1.1,0.08,-0.08,0,0,5/14/14
HAT-P-22,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,3.21222,0.000009,-0.000009,0,0.0414,0.0005,-0.0005,0,0.016,0.009,-0.009,0,86.9,0.6,-0.5,0,2.147,0.061,-0.061,0,Mass,1.08,0.058,-0.058,0,2.11,0.4,-0.29,0,155.681719,0.000017,50.128345,0.000017,5302,80,-80,0,0,0.916,0.035,-0.035,0,0,1.04,0.04,-0.04,0,0,5/14/14
HAT-P-23,b,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,1.212884,0.000002,-0.000002,0,0.0232,0.0002,-0.0002,0,0.106,0.044,-0.044,0,85.1,1.5,-1.5,0,2.09,0.111,-0.111,0,Mass,1.368,0.09,-0.09,0,1.01,0.18,-0.18,0,306.123854,0.000019,16.762152,0.000017,5905,80,-80,0,0,1.13,0.035,-0.035,0,0,1.2,0.07,-0.07,0,0,5/14/14
HAT-P-24,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3389K target=ref> Kipping et al. 2010 </a>,Transit,1,3.35524,0.000007,-0.000007,0,0.0465,0.0006,-0.0006,0,0.067,0.024,-0.024,0,88.6,0.7,-0.7,0,0.685,0.033,-0.033,0,Mass,1.242,0.067,-0.067,0,0.44,0.07,-0.07,0,108.825058,0.000019,14.262599,0.000017,6373,80,-80,0,0,1.191,0.042,-0.042,0,0,1.32,0.07,-0.07,0,0,5/14/14
HAT-P-25,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3565Q target=ref> Quinn et al. 2010 </a>,Transit,1,3.652836,0.000019,-0.000019,0,0.0466,0.0005,-0.0005,0,0.032,0.022,-0.022,0,87.6,0.5,-0.5,0,0.567,0.022,-0.022,0,Mass,1.19,0.081,-0.056,0,0.42,0.07,-0.07,0,48.435419,0.000019,25.197405,0.000017,5500,80,-80,0,0,1.01,0.032,-0.032,0,0,0.96,0.05,-0.04,0,0,5/14/14
